countyCode,city
TV,Osaka
TW,Bogor
KN,Athens
NL,Miri
MX,Barranquilla
LU,Ashgabat
HK,Busan
NZ,Lusaka
ML,Doha
JM,Incheon
TJ,The Valley
ZA,Pittsburgh
FI,Regina
TR,Lahore
NU,Wuhan
WS,Medellín
KG,Peshawar
CU,Mogadishu
KP,Stuttgart
IN,Nagpur
SH,Jamestown
GT,Greenwich
LI,Lagos
VC,Winnipeg
TT,Moscow
SG,La Serena
VC,Moroni
IO,Atlanta
HN,South Tarawa
MD,Wuhan
FJ,Espoo
FJ,Fort-de-France
CD,Luxor
BN,Salt Lake City
BB,Minneapolis
LS,Asmara
HU,Toronto
GS,Shenzhen
AG,Toronto
GG,Sukhumi
AQ,Semarang
AF,Ciudad del Este
TK,San Antonio
BA,Incheon
BE,Punta Arenas
AQ,Siem Reap
GR,Bucharest
LR,Montevideo
SN,Cotonou
TR,Adamstown
ER,Santa Cruz de la Sierra
WF,South Tarawa
MS,Rome
IN,Iqaluit
PK,Dongguan
ZW,Lviv
GT,Valencia
LS,Srinagar
HU,Campo Grande
DZ,Pontianak
FM,Yamoussoukro
TO,Tamale
EC,Manzini
DJ,Sri Jayawardenapura-Kotte
GA,Nantes
BN,Melbourne
LK,Conakry
SI,Belgrade
VG,Brikama
TH,Leipzig
KI,Taichung
TM,Simferopol
FJ,Pago Pago
IS,Birmingham
PG,Seoul
DK,Rabi Island
NR,Rockhampton
GY,Petropavlovsk-Kamchatsky
TL,Cork (city)
KY,Tel Aviv
NR,Malabo
PN,Edmonton
UM,Vatican City
DO,Paramaribo
SK,Guwahati
LS,Sacramento
KY,Kathmandu
SJ,Marrakech
MK,Malé
KG,Frankfurt
ZA,Addis Ababa
MX,Amritsar
NU,Douala
NP,Vatican City
IO,Dodoma
VI,City of San Marino
BG,Adak
AG,Enugu
HN,Addis Ababa
VI,Balikpapan
DZ,Adelaide
AF,Lomé
GA,Okinawa
BV,Barranquilla
BZ,Shijiazhuang
NR,Hagåtña
VU,Belém
SD,Avarua
SI,Kota Kinabalu
WF,Nizhny Novgorod
GR,Guwahati
BR,San Fernando
MA,Yellowknife
KE,Chihuahua
BM,Wellington
CF,Istanbul
SG,El Aaiún
VA,Sukhumi
TZ,Alexandria
CF,Gangtok
FI,Lusaka
MD,Seattle
AL,Tartu
KN,Chengdu
TC,Longyearbyen
PA,Kingston
MN,Arequipa
YT,Málaga
FI,Pristina
GG,Padang
CF,Bissau
PH,Hobart
TD,Khartoum
YT,Leipzig
MH,Dibrugarh
MH,Guadalajara
LS,Kyoto
BG,Singapore
CN,South Tarawa
HT,Pago Pago
SO,Nagpur
GU,Kiev
BZ,Bangalore
LA,Abidjan
AR,Tagbilaran
MP,Mamoudzou
GD,Taipei
AX,Belize City
CZ,Melbourne
SV,Winnipeg
TN,Nouakchott
VE,Belmopan
VC,Barranquilla
BO,Tagbilaran
NL,Malé
DE,Dublin
ER,Tagbilaran
AD,Kharkiv
BM,Bogor
NU,Chennai
PH,Brisbane
JP,Cebu City
VN,Barranquilla
VI,Kyoto
PH,Jakarta
KI,Yellowknife
ST,Srinagar
IL,Kuching
JP,Cannes
MO,Minsk
TH,Tskhinvali
AE,Bridgetown
UZ,Naypyidaw
MG,Detroit
DM,Whitehorse
PL,Salt Lake City
IS,Harare
PS,City of San Marino
GS,Singapore
BV,Yellowknife
NO,Singapore
UM,Hat Yai
CR,Seville
SG,Puerto Williams
WF,Dallas
BO,Niamey
LK,Brasília
SE,Juneau
BG,Tamale
TW,Bishkek
LR,Xi'an
ET,Port Vila
SO,Islamabad
EC,Semarang
ZM,Louisville
TK,San Carlos de Bariloche
MZ,Atlanta
CI,Sitka
BZ,Dalian
DK,Ulan Bator
SC,Kano
ST,Gaziantep
CY,Santiago de Cuba
TG,Brasília
UZ,Columbus
CN,London
CY,Iloilo City
VN,Kyoto
MS,Jersey City
ZA,Bratislava
SJ,Alexandria
BJ,Palembang
MZ,Rio de Janeiro
NA,Dibrugarh
GS,Valencia
CA,Lucknow
IL,Shillong
LR,Saint-Pierre
ST,Bangalore
SA,Kandy
DO,Stanley
RO,Kota Bharu
JM,Port Elizabeth
AI,Bridgetown
AW,Petropavlovsk-Kamchatsky
HU,Udon Thani
RO,Doha
AT,Arbil
YE,İzmir
LA,São José dos Campos
BB,Livingstone
IN,Gdańsk
FO,Luxor
KI,Manaus
PT,Saint-Denis
EE,Tallinn
TG,Kota Bharu
AZ,Ambon
AR,Bandar Seri Begawan
IQ,Cleveland
MQ,Rio de Janeiro
MY,Malé
FI,Dodoma
MY,Cologne
VE,Surabaya
MT,Omdurman
KH,Amsterdam
GR,Ludhiana
TZ,Montreal
TK,Omsk
NI,Blantyre
BF,Papeete
CO,Namangan
PF,Kanpur
LY,Thiès
PG,Belém
RE,Las Palmas de Gran Canaria
BN,Nagoya
TO,Washington
CD,Santiago de Cuba
FK,Antwerp
NZ,Frankfurt
BB,Maseru
MP,Bogor
CH,Minneapolis
KE,Macapá
SB,Quetzaltenango
LT,New Orleans
GD,Kunming
DK,Johor Bahru
NR,Thiès
FK,Manaus
YE,Bucharest
BD,Nagpur
TD,Macapá
IM,Kuwait City
LK,Praia
KM,Wichita
AW,Tirana
SD,Macapá
DM,Xi'an
MT,Houston
CH,Valletta
HK,Sarajevo
GF,Bratislava
JE,Basra
ZW,San Carlos de Bariloche
HN,Denpasar
GQ,Hyderabad
FO,Gaza
BY,Lobamba
SJ,Kansas City
SK,Kiev
TO,Fortaleza
MN,Havana
KM,Nanning
MO,Norilsk
PN,Ibiza
PA,La Paz
TF,Linz
NF,Podgorica
GN,Hamburg
HK,Asunción
NZ,Okinawa
SL,Shillong
PT,Montreal
SJ,Mata-Utu
VC,Edmonton
CS,Ahmedabad
WF,Minsk
TL,Adak
PW,Gibraltar
JO,Buffalo
VA,Changchun
MZ,Nice
TH,Naples
GF,Santiago
TN,Port Louis
BT,Bandung
NF,Malacca Town
AQ,Kingston
HU,Multan
WS,Nukus
TT,Memphis
DE,Nukus
MR,Lisbon
CD,Yellowknife
NF,Surat
VA,Porto Velho
EC,Wichita
KZ,Novosibirsk
NZ,Montevideo
CH,Zhengzhou
RO,Calama
BW,Lucknow
LI,Luxembourg (city)
AT,Kharkiv
AE,Medellín
IS,Pontianak
CV,Auckland
BO,Munich
NI,Sucre
KY,Calama
AZ,Salzburg
VG,San Carlos de Bariloche
BW,Assis
TM,Marrakech
GY,Caracas
BM,Buffalo
GF,Honiara
MN,Vatican City
IL,Jaipur
SK,Valparaíso
HK,Harbin
GI,San Antonio
QA,Stuttgart
NR,Lubumbashi
YT,Hangzhou
SO,Pyongyang
JM,Semarang
KI,Split (city)
BJ,Port Vila
DM,Christchurch
GP,Montevideo
GR,Kawasaki
MX,Gangtok
TD,Porto-Novo
YE,Lisbon
KM,Suva
CL,Providence
NI,Kuching
PM,Calama
AI,Kolkata
BJ,Amsterdam
RW,Punta Arenas
TG,The Hague
NZ,Rabi Island
LT,Caracas
DO,Simferopol
UZ,Melekeok
GD,Makati City
PN,Mbabane
ZA,Okinawa
BN,Valencia
CN,Cork (city)
GD,Funafuti
TD,Wonsan
SK,Milwaukee
BH,Los Angeles
AM,Wichita
SE,Petropavlovsk-Kamchatsky
MR,Incheon
PL,N'Djamena
AQ,Maceió
LB,Sukhumi
CV,Sri Jayawardenapura-Kotte
KG,La Paz
SM,Rome
PW,Balikpapan
TK,Cusco
YE,Omdurman
NO,Arbil
KI,Caracas
TR,Cayenne
GH,Invercargill
BT,İzmir
TZ,Gangtok
UG,Sarajevo
PF,Brikama
PF,Moroni
TK,Jaipur
PL,Quezon City
BN,Adamstown
CU,Ljubljana
AF,Monterrey
AO,Columbus
RO,Pelotas
VI,Jacksonville
GH,Tokyo
SM,Salt Lake City
ID,Moroni
GI,Tampere
IQ,Beirut
WF,Anchorage
TO,Perth
PA,Fairbanks
SY,Bogor
BT,Chengdu
SJ,Papeete
ZA,Honolulu
AS,Suva
CZ,Tianjin
GB,London
PM,Rochester
GE,Bissau
NZ,Bulawayo
WS,Saint-Pierre
BM,Ulan Bator
BF,Udon Thani
PH,Rosario
SM,Chicago
BN,Bogotá
PW,Rome
UA,Nassau
NP,Darwin
TW,Magadan
GE,Lucknow
CC,Belfast
VC,Vientiane
IE,Yekaterinburg
LI,Guayaquil
TD,Yekaterinburg
SH,Chongqing
KE,Manaus
UY,Hanga Roa
KW,San Carlos de Bariloche
SK,Yakutsk
DZ,Honolulu
PY,Ahmedabad
GB,Wichita
SO,Srinagar
PT,Anadyr (town)
KI,Vitória
SZ,Shijiazhuang
JP,Cali
PK,San Fernando
CN,Namangan
BR,Valdivia
CN,Kaohsiung
NL,Pelotas
MT,Bahía Blanca
TG,Kanpur
BY,Tokyo
LR,Washington
MM,Guwahati
FR,Bujumbura
CF,Moroni
SN,Huế
NA,Medina
DZ,Guatemala City
FJ,Virginia Beach
CF,Abidjan
CD,Fairbanks
VN,Hyderabad
TK,Durango
JP,Bahía Blanca
PM,Melekeok
PT,Iloilo City
AL,Kabul
AS,Stanley
CL,Fredericton
FJ,Nicosia
TM,Port Blair
CK,Hanga Roa
MV,Tel Aviv
MU,Horta (Azores)
FJ,Port Hedland
AD,Gdańsk
MX,Enugu
GM,Budapest
FI,Stuttgart
AQ,Denpasar
LI,Dalian
SG,Wonsan
FR,Palembang
AX,Kiev
PS,Sydney
AM,Dibrugarh
SG,Birmingham
BZ,Medina
TW,Cape Town
TZ,Tashkent
AN,Monrovia
AR,Skopje
VN,Banjul
DK,Timbuktu
GY,George Town
SR,Nairobi
SE,Port Moresby
NO,Veracruz
FI,Freetown
CK,Recife
AT,Konya
NZ,Turin
WF,Harare
MD,Toronto
LV,Yaren District
SA,Apia
MN,São Tomé
PF,Cleveland
UY,Boston
TD,Porto-Novo
GT,Jayapura
TK,Dededo
AU,Hong Kong
UA,Saint-Pierre
HM,Bucharest
YT,Tashkent
KM,Cockburn Town
EG,Memphis
SJ,Lahore
MD,Belfast
CG,Port Louis
ES,Townsville
NC,Porto-Novo
CL,Dushanbe
NI,Cork (city)
ER,Tabriz
AW,Melekeok
NZ,Leipzig
CK,Tucson
FM,Thessaloniki
SY,Ankara
BW,Stockholm
MX,Alor Star
AF,Assis
BD,Nanning
KI,Huế
ZM,Shigatse
GE,Lobamba
BS,Port Said
RE,Luanda
GL,Quetzaltenango
IT,Belfast
QA,Jacksonville
BF,Cayenne
NU,Chihuahua
SM,Amritsar
PT,Detroit
ER,Fairbanks
GA,Atlanta
CO,Mendoza
SV,Hai Phong
GT,Aberdeen
MW,Newcastle
IS,Naples
PG,Portland
AO,Bergen
VU,Kuala Lumpur
GQ,Alofi
MT,Ulan Bator
FJ,Almaty
EC,Las Palmas de Gran Canaria
RO,Nukulaelae
SI,Paris
TJ,Astana
SK,Kota Bharu
CY,Pune
BH,Simferopol
LK,Cuiabá
MA,Reykjavík
SM,Quetzaltenango
CZ,Hat Yai
AQ,Managua
PF,Lubumbashi
AU,Maseru
KG,Nuuk
GI,Port Vila
ZW,Kingston
GE,Siem Reap
GW,Changchun
LR,Iquique
CS,Chittagong
JM,Hanover
MA,Nassau
HN,City of San Marino
AM,Asmara
ID,Suez
UM,Podgorica
HM,Toronto
VG,Vientiane
CA,Handan
US,Hiroshima
KE,Tirana
HR,Rabat
SK,Belém
CK,Detroit
LU,Kathmandu
TC,Freetown
DM,Durban
RW,Kaliningrad
IM,Madrid
SV,San Antonio
GR,Cologne
GP,Valencia
LT,Dublin
FI,Las Vegas
SZ,Adana
US,Brazzaville
IE,Dublin
HK,Malang
SD,Niamey
CX,Jakarta
RE,Sri Jayawardenapura-Kotte
AE,Stuttgart
UZ,Sacramento
CN,Arbil
LI,La Serena
NE,Mendoza
TD,Malang
EC,Serekunda
ES,Port Hedland
EC,Sofia
TW,Kansas City
NC,Mogadishu
AO,Stockholm
SD,Mogadishu
TR,Luanda
MH,Beirut
SZ,Horta (Azores)
PW,Port Moresby
DZ,Tianjin
KN,Bloemfontein
PN,Belgrade
GS,Recife
TV,Jacksonville
SJ,Memphis
GU,Hong Kong
VC,Quebec City
TN,Bilbao
IM,Tokyo
GQ,Hargeisa
AU,Manila
TF,Port Blair
MX,Omdurman
SM,Funafuti
UM,Majuro
BM,Dammam
MV,Brikama
TT,El Aaiún
PL,South Tarawa
VE,Bandar Seri Begawan
AR,Ludhiana
GB,Kandy
TL,Stanley
AL,La Paz
BM,Kiev
BE,Palikir
ES,Gangtok
CF,Sarajevo
TD,Munich
PE,Lubumbashi
TJ,Marseille
SC,Campinas
FM,Antananarivo
FI,Málaga
ZM,Bangui
MR,Handan
GW,Zanzibar City
AQ,Cebu City
NL,Murmansk
SD,Marrakech
HM,Johor Bahru
SH,Hagåtña
AU,Cebu City
US,Lima
IL,Pelotas
LT,Basse-Terre
TH,Murmansk
IT,Mexicali
TD,Cairns
GA,El Aaiún
GE,Phuket (city)
MC,Yellowknife
MM,Rosario
JP,Bissau
KR,Kota Kinabalu
YE,Buenos Aires
AM,Durban
SJ,Campo Grande
CN,Stanley
DM,Belfast
MX,Pelotas
EC,Kanpur
AG,Nagoya
GF,Gdańsk
NI,Lviv
MA,Kraków
BR,Santa Cruz de Tenerife
BY,Seattle
ID,Mwanza
UG,Edinburgh
TF,Ashgabat
IQ,Vienna
GD,Milan
BI,South Tarawa
SD,Tripoli
MU,Bergen
MZ,City of Halifax
CO,Perm
GY,Campo Grande
MU,Kanpur
UA,Rawalpindi
GG,Francistown
CO,Mata-Utu
CZ,Handan
AT,Berlin
BE,Surat
VA,Gold Coast
GA,Siem Reap
UZ,Guangzhou
CG,Wichita
AZ,Toronto
MU,Washington
AW,Hyderabad
PR,Hat Yai
KR,Sofia
AR,Norilsk
VG,Lusaka
GS,Pittsburgh
RE,Ljubljana
PY,Punta Arenas
CU,Murmansk
AZ,Las Palmas de Gran Canaria
GN,Hargeisa
GG,Dakar
SL,Makati City
GU,New Delhi
JP,Daegu
SR,Hanoi
ER,Pristina
DM,Dubai
BW,Assis
SJ,Marrakech
MO,Niamey
CS,Tampa
CK,Port Elizabeth
TM,Mexicali
BB,Zamboanga City
RE,Road Town
RU,Multan
RU,Dibrugarh
TC,Kandahar
PG,Saint Petersburg
NF,Mwanza
JE,Denpasar
BT,Macapá
GW,Vilnius
BT,Quezon City
IL,Avarua
DM,Durango
SV,Hilo
TW,Espoo
BE,Labasa
KZ,Hangzhou
ER,Hangzhou
RW,Montevideo
SE,Kigali
UA,Bulawayo
US,Edmonton
JP,Chiang Mai
ER,Chaguanas
TT,Forked River
SC,Accra
AI,Pago Pago
HR,Ho Chi Minh City
SG,Kigali
AF,Mecca
RE,Tampa
LR,Houston
IT,Frankfurt
GI,Saint-Pierre
UG,Singapore
BS,Tijuana
RU,Bissau
DK,Asmara
DK,Alor Star
NZ,Koror
GU,Jeddah
HR,Surat Thani
KP,Copenhagen
AS,Arequipa
IM,Koulikoro
GM,Dushanbe
MX,Brisbane
LT,Hagåtña
CD,Malmö
CN,Punta Arenas
AU,Seoul
NC,Labasa
GD,Nashville
BZ,Singapore
MV,Novosibirsk
PR,Birmingham
CH,Antwerp
TT,Lisbon
TR,Glasgow
LA,Gaziantep
GY,Medina
MY,Gothenburg
AX,Funafuti
TL,Changchun
NL,Padang
TF,Rabi Island
IQ,Memphis
FK,Rockhampton
BB,Mersin
TN,Gdańsk
AT,Belize City
ER,Mexico City
BO,Multan
CH,Yakutsk
CK,Tamale
VA,Cartagena
SA,Bandung
UA,Beijing
PY,Gaza
UY,Saskatoon
BN,Córdoba
KP,Tskhinvali
SN,Chongqing
MU,Saskatoon
TM,Manchester
SK,Riga
ES,Port Vila
CK,Porto Velho
KI,Jersey City
BS,Chittagong
PE,Yekaterinburg
VG,Boa Vista
GF,Whitehorse
TT,St. Louis
MN,Palembang
SY,Jakarta
SH,Mata-Utu
SI,City of San Marino
GW,City of Halifax
PY,Málaga
GI,Pontianak
AS,Cusco
CH,Durban
FJ,Cairo
FJ,Huế
KR,Peshawar
GY,Portland
AW,Mersin
RW,Ahmedabad
BR,Quebec City
PK,Adamstown
LY,Saint-Pierre
NC,Sana'a
AR,Rio Branco
ET,Bucharest
CL,Edinburgh
TV,Nantes
QA,Cockburn Town
SD,Port Vila
UM,Salt Lake City
BR,Singapore
NR,Zanzibar City
IR,Montreal
KE,Campinas
AD,Tijuana
UM,Yakutsk
TL,Odessa
TT,Singapore
AW,Timbuktu
MS,Skopje
SI,Chişinău
BB,Montevideo
SD,Antananarivo
TD,Niamey
CY,Road Town
NU,Mandurah
RE,Melbourne
SN,Sofia
AF,Arequipa
TV,New Delhi
IL,Magadan
FM,City of San Marino
BE,Bishkek
CA,Leipzig
SD,Surat Thani
PW,Mashhad
BG,San Antonio
GD,Cockburn Town
MZ,Abu Dhabi
NR,Gibraltar
ML,San Francisco
NI,Sacramento
IE,Nantes
CG,Toulouse
UA,Cincinnati
HT,Okinawa
BH,Mamoudzou
SA,Montevideo
DK,Macapá
BJ,Nukulaelae
BO,Mecca
TK,Oslo
EE,Nukulaelae
SC,Lahore
GM,Batticaloa
GA,Kuwait City
PE,Bangkok
CR,Cleveland
CO,Ljubljana
UA,Bangalore
PK,Atlanta
MQ,San Diego
GR,Yaren District
SC,Cali
CU,Guayaquil
TR,Antofagasta
TZ,Tabriz
PG,Cincinnati
UG,Handan
GL,Phnom Penh
IQ,Baltimore
MY,Managua
BY,Mendoza
RW,Lusaka
ML,Stanley
MU,Phoenix
NC,Ponta Delgada
CX,Nicosia
BB,Virginia Beach
ES,Brasília
AT,Road Town
CG,Kigali
GN,Cotonou
IN,St. George's
PY,Koulikoro
ZM,Perm
TW,La Serena
JO,Angra do Heroísmo
SR,Pristina
BT,Tucson
VC,Samara
AF,Hamburg
SC,Tbilisi
RW,Stockholm
AE,Kigali
NF,Port-au-Prince
GN,Petropavlovsk-Kamchatsky
LY,Valletta
NC,Detroit
AI,Cannes
NI,Campo Grande
LI,Konya
BJ,Jinan
LS,Zhengzhou
DZ,Qingdao
MY,Banjul
GB,Paramaribo
KH,Bulawayo
TJ,Hat Yai
AS,Koulikoro
NG,Samara
BG,Basse-Terre
EE,Chongqing
UM,Bursa
AW,Malmö
PF,St. Louis
TM,Jeddah
GT,Vatican City
UG,Livingstone
IR,Timbuktu
KP,Tampa
JE,Birkirkara
PF,Yokohama
PY,Bulawayo
YT,Norilsk
CN,Valdivia
SL,Ndola
GS,İzmir
PF,Basra
KZ,Khartoum
FJ,Geelong
CF,Bahía Blanca
AO,Novosibirsk
PA,Nice
ZA,Incheon
SR,Zamboanga City
GL,Austin
NU,Lhasa
NR,Bern
MK,Sucre
NC,Mogadishu
AS,Thimphu
NR,Cockburn Town
AE,Ilhéus
VU,Valletta
MW,Papeete
MY,Adana
IN,Malacca Town
TF,São José dos Campos
AS,Gibraltar
PK,Busan
VU,Saint Petersburg
MC,Taiyuan
PF,Kota Bharu
CG,Providence
MV,Francistown
PL,São Tomé
CO,Tampere
FJ,Hamburg
BR,Ushuaia
HT,Port-au-Prince
CR,Porto Alegre
ST,Lisbon
MN,Yangon
ES,Zagreb
BY,Boa Vista
JP,Bursa
LI,Santo Domingo
NE,Cotonou
QA,Ibiza
JM,Luxembourg (city)
MD,Tampa
TL,Changchun
VA,Puebla
LV,Fukuoka
NA,Chongqing
HK,Koror
BE,Barcelona
CZ,Algiers
HN,Louisville
AQ,Santa Cruz de Tenerife
GA,Rosario
FO,Pittsburgh
SZ,Dakar
NG,Tartu
IL,Chişinău
CA,Quetzaltenango
UA,Dubai
IL,Petropavlovsk-Kamchatsky
CX,Cotonou
ML,Kandy
WS,Kingstown
CI,Bern
BZ,Belém
EH,Tskhinvali
TD,Vatican City
GP,Sabha
GY,Graz
LV,Boa Vista
AQ,Asmara
IL,Rawalpindi
SL,Yokohama
FR,Virginia Beach
ID,Arbil
PG,Bujumbura
NG,Porto
TK,Mexicali
GI,Nantes
CH,Blantyre
IL,Guayaquil
GM,Okinawa
SD,Durban
AW,Portland
KZ,Kyoto
SZ,Kota Kinabalu
KN,San Salvador
IQ,Kharkiv
KZ,Lanzhou
TC,Balikpapan
SC,Port of Spain
SB,Aarhus
NE,Tirana
HU,Chennai
TF,San Salvador
UA,Leeds
DM,Port Said
NL,Simferopol
BA,Seville
LV,Bangkok
AZ,Kingstown
RO,Turin
BI,Tamale
SJ,Sitka
MY,Leipzig
MW,St. George's
GH,Memphis
FK,Tirana
FJ,Espoo
ZM,Port of Spain
FJ,Memphis
KH,Kigali
TW,Malacca Town
JO,San Carlos de Bariloche
KP,Zhengzhou
LY,Lyon
TV,Perm
KN,Dallas
LB,Dallas
AN,Avarua
SD,Ushuaia
JO,Daegu
VG,Turin
CL,Manaus
EC,Kano
IL,Angra do Heroísmo
CK,Saint-Denis
MW,Namangan
PH,Valparaíso
BV,The Hague
BV,Adamstown
SC,Abidjan
MH,Lagos
NF,Hangzhou
AX,Basse-Terre
CC,Srinagar
ZA,Invercargill
BE,Koror
AZ,Punta Arenas
SN,Banda Aceh
AU,Yogyakarta (city)
GN,Campinas
SE,Guayaquil
MH,Sucre
ZM,Monaco
FR,Port Said
VI,Invercargill
IM,Kandy
NI,Hanoi
KW,Maracaibo
SL,Curitiba
MM,Bratislava
EH,Surat Thani
AR,Kansas City
LT,City of San Marino
MK,Norilsk
NR,Yaren District
LB,Nuuk
EG,Karachi
CS,Durango
LS,Kobe
BA,Lilongwe
GF,Medina
MH,Horta (Azores)
GB,Naples
DM,Lucknow
CZ,Nouméa
TN,Cockburn Town
CA,Djibouti (city)
SH,Bloemfontein
TM,Mersin
KP,Zagreb
MK,Kota Bharu
GT,Multan
MR,Tampa
UZ,Antananarivo
AE,Willemstad
VU,Bishkek
CN,Porto-Novo
DM,Iloilo City
VG,Fortaleza
GQ,Paris
AG,Tijuana
BT,San Juan
TN,Canberra
DM,Kobe
BZ,Vatican City
MZ,Douglas
BS,Banjul
NO,Helsinki
FR,Jaipur
VA,Asmara
VU,Kandy
IM,Strasbourg
CR,Santa Cruz de Tenerife
MO,Rockhampton
AU,Paris
SH,Niamey
GE,Athens
AN,Kunming
KM,Melbourne
ZA,Leipzig
TN,Espoo
IO,Libreville
VN,Edinburgh
CH,Amsterdam
AI,Wuhan
FK,Douala
IN,Lobamba
LU,Ahmedabad
SK,Pristina
JP,Campinas
GH,Aberdeen
JO,Belgrade
ID,Cali
CZ,Toulouse
PY,Damascus
CL,Kaliningrad
GP,Ho Chi Minh City
EE,Jeddah
BG,Kaesong
YE,Paramaribo
GM,Makassar
FK,Zürich
CU,Quetzaltenango
CV,Iqaluit
IO,Toulouse
US,Mata-Utu
MX,Tianjin
OM,Okinawa
ET,Yogyakarta (city)
TL,Ciudad del Este
BM,Turin
DO,Honiara
BW,Jamestown
BN,Daegu
TJ,Stuttgart
NZ,Djibouti (city)
JM,Marseille
LR,Fukuoka
ST,São Tomé
SM,Bangui
ZM,Kaohsiung
LC,Jacksonville
HR,Prague
TO,La Serena
AF,Santiago de Cuba
TW,Moroni
TR,Norilsk
UY,Iquique
YT,Bulawayo
MW,Copenhagen
TK,Batticaloa
LV,Sucre
AQ,Algiers
SZ,Dhaka
BA,Greenwich
AT,Niamey
SY,Avarua
UG,Harbin
CK,Sukhumi
PE,Kuwait City
GI,Skopje
JE,Houston
IE,Denpasar
HN,Abuja
GF,Horta (Azores)
EC,Chaguanas
HU,Muscat
EH,Nashville
MO,Curitiba
KY,Shenyang
LA,Rockhampton
CN,Minsk
BM,Malabo
PA,Changchun
HT,Malmö
EG,São José dos Campos
HU,Singapore
LV,Leipzig
KM,Thimphu
CD,Multan
CY,Moroni
YE,Rio Branco
BB,Hanga Roa
CO,Punta Arenas
CG,Tijuana
TZ,Pretoria
MT,Valletta
IE,Frankfurt
CY,Malacca Town
BW,Nukuʻalofa
GU,Sofia
AF,Douglas
SC,Ludhiana
GL,Bujumbura
TH,Kuching
MX,Cusco
GG,Namangan
JO,Wichita
IQ,Chiang Mai
PR,Stanley
PG,Quito
BN,Istanbul
DZ,Christchurch
KH,Xi'an
BN,Cape Town
MN,Iqaluit
MD,Dakar
SC,Bahía Blanca
JP,Baghdad
AE,Quezon City
TH,Chiang Mai
NG,Novosibirsk
LK,Chişinău
TW,Geelong
CD,Puerto Williams
MG,Graz
ST,Peshawar
SZ,Douala
JP,Cayenne
AR,Labasa
AF,San Antonio
NF,Jamestown
SZ,Makassar
GI,Tel Aviv
TF,Chongqing
GR,Malabo
CA,Serekunda
IT,Petropavlovsk-Kamchatsky
HU,Surat Thani
UA,Lucknow
MN,San Diego
TG,Ponta Delgada
AZ,Malacca Town
IT,Seoul
NA,London
US,Shenzhen
BR,Porto-Novo
BA,Moroni
KP,St. Louis
GB,Shigatse
CI,Castries
FJ,Caracas
MW,Suva
HR,Quetzaltenango
MW,Guwahati
NZ,Nuuk
LT,Gaza
TF,Honiara
BB,Birmingham
NA,Vientiane
SA,Tel Aviv
VG,Kaliningrad
MO,Almaty
CN,Medan
GR,Rosario
JP,Malé
SO,Gdańsk
PR,Nashville
AL,Udon Thani
NG,San Diego
TM,Hat Yai
ST,Lucknow
MQ,Iloilo City
AU,Gaborone
PS,Stockholm
CZ,Mérida
PN,Sapporo
IE,Johor Bahru
CM,Timbuktu
KM,Cayenne
LK,Sarajevo
BH,Boa Vista
SJ,Kigali
TN,Ürümqi
RE,Wollongong
TO,Thimphu
FI,Hanover
ZM,Mecca
MN,Timbuktu
MU,Gothenburg
FK,Udon Thani
NA,Tianjin
TM,Boa Vista
AI,Apia
SD,Kaesong
PL,Mersin
AX,Berlin
SB,Riverside
SL,Pristina
MC,St. Louis
PL,Basra
CR,Calgary
MO,Kuching
SM,Asmara
PG,Juneau
GB,Almaty
MW,Kanpur
AG,Adelaide
NZ,The Hague
TT,Douglas
KR,Johor Bahru
NO,Monaco
MO,Washington
ES,Lanzhou
PY,Busan
SK,Siem Reap
JO,Beijing
JP,Chicago
DJ,Nouméa
GR,Libreville
SC,Oslo
TV,Tokyo
ZA,Bratislava
MV,Christchurch
SK,El Paso
PW,Porto Alegre
UZ,Accra
BB,Ulan Bator
IN,Dibrugarh
ET,Gaziantep
VA,Nanjing
TM,Nouméa
MM,Guadalajara
UZ,Casablanca
PL,Johor Bahru
YE,Djibouti (city)
FK,Kyoto
KP,Tripoli
MT,Sacramento
MK,La Paz
US,Quebec City
MA,Lisbon
KM,Lusaka
LR,Cleveland
MZ,Basse-Terre
GE,Bogotá
GQ,Mata-Utu
GL,Chongjin
ZA,Ludhiana
AU,Dallas
TL,Tiraspol
YT,Vitória
VU,Nouméa
SZ,Düsseldorf
SR,Port Vila
LS,Labasa
SR,Adelaide
NO,New Delhi
HU,Cusco
SB,Bujumbura
UM,Baku
NZ,Medan
IM,Nairobi
IM,Davao City
PK,Podgorica
CY,San Antonio
PG,Khartoum
PH,Sri Jayawardenapura-Kotte
SH,Banjul
DE,Fort-de-France
UA,Manzini
GW,Luxor
SI,Moscow
MP,Peshawar
GT,Surat Thani
NL,Cockburn Town
CM,Regina
CF,Las Palmas de Gran Canaria
PH,Fredericton
HN,Shenyang
JM,Yangon
EE,Lisbon
LI,Gold Coast
BO,Norilsk
SV,Saint-Denis
OM,Naples
VE,Accra
US,Lusaka
PN,Monaco
KM,Ljubljana
PK,Chuí
FR,Detroit
TT,Perth
CV,Toronto
JE,Graz
KG,Brazzaville
MZ,Kuala Lumpur
KP,Hat Yai
EG,Macau
TR,Manama
LS,Austin
GP,San Salvador
RO,Stuttgart
MC,Brisbane
MO,Turin
MY,Dunedin
TT,Pyongyang
TT,Papeete
LI,Riverside
AO,Dhaka
KH,Lobamba
IT,Tashkent
SB,Wichita
SH,Bern
AF,New Delhi
LB,Rochester
NU,Changchun
LB,Houston
BT,Basra
HK,Bangkok
